direction,day,entry_time,entry,sl,tp1,tp2,orig_risk,or_high,or_low,exit_time,exit,reason,r_multiple,half_closed
long,2024-09-09,2024-09-09 13:00:00-04:00,18720.75,18516.5,18925.0,19129.25,204.25,18720.75,18516.5,2024-09-09 15:00:00-04:00,18688.5,EOD flatten,-0.17164314565483474,False
long,2024-09-10,2024-09-10 14:00:00-04:00,18817.0,18673.25,18960.75,19104.5,143.75,18817.0,18673.25,2024-09-10 15:00:00-04:00,18855.75,EOD flatten,0.24993008695652175,False
long,2024-09-11,2024-09-11 11:00:00-04:00,18816.5,18816.5,19086.0,19355.5,269.5,18816.5,18547.0,2024-09-11 15:00:00-04:00,19254.75,Partial TP1 + EOD,1.302606771799629,True
long,2024-09-12,2024-09-12 11:00:00-04:00,19366.25,19221.5,19511.0,19655.75,144.75,19366.25,19221.5,2024-09-12 15:00:00-04:00,19451.0,EOD flatten,0.5654235751295337,False
long,2024-09-13,2024-09-13 11:00:00-04:00,19534.25,19413.25,19655.25,19776.25,121.0,19534.25,19413.25,2024-09-13 15:00:00-04:00,19527.5,EOD flatten,-0.08000113636363637,False
long,2024-09-18,2024-09-18 13:00:00-04:00,19488.0,19411.25,19564.75,19641.5,76.75,19488.0,19411.25,2024-09-18 14:00:00-04:00,19411.25,SL (conflict),-1.038087296416938,False
long,2024-09-19,2024-09-19 12:00:00-04:00,19921.75,19765.0,20078.5,20235.25,156.75,19921.75,19765.0,2024-09-19 15:00:00-04:00,19844.0,EOD flatten,-0.51507663476874,False
long,2024-09-24,2024-09-24 11:00:00-04:00,20092.75,19953.0,20232.5,20372.25,139.75,20092.75,19953.0,2024-09-24 15:00:00-04:00,20170.0,EOD flatten,0.531206350626118,False
long,2024-09-30,2024-09-30 11:00:00-04:00,20221.25,20127.5,20315.0,20408.75,93.75,20221.25,20127.5,2024-09-30 14:00:00-04:00,20127.5,SL,-1.032354,False
long,2024-10-01,2024-10-01 14:00:00-04:00,20078.25,19866.25,20290.25,20502.25,212.0,20078.25,19866.25,2024-10-01 15:00:00-04:00,19978.75,EOD flatten,-0.48354593160377357,False
long,2024-10-02,2024-10-02 11:00:00-04:00,20056.75,19905.5,20208.0,20359.25,151.25,20056.75,19905.5,2024-10-02 15:00:00-04:00,20009.25,EOD flatten,-0.3339405785123967,False
long,2024-10-04,2024-10-04 11:00:00-04:00,20129.25,20129.25,20245.25,20361.25,116.0,20129.25,20013.25,2024-10-04 15:00:00-04:00,20227.0,Partial TP1 + EOD,0.8953070043103448,True
long,2024-10-08,2024-10-08 14:00:00-04:00,20273.75,20155.25,20392.25,20510.75,118.5,20273.75,20155.25,2024-10-08 15:00:00-04:00,20300.0,EOD flatten,0.19585601265822783,False
long,2024-10-09,2024-10-09 11:00:00-04:00,20363.75,20363.75,20464.25,20564.75,100.5,20363.75,20263.25,2024-10-09 15:00:00-04:00,20458.5,Partial TP1 + EOD,0.9409993781094527,True
long,2024-10-10,2024-10-10 11:00:00-04:00,20420.0,20420.0,20486.25,20552.5,66.25,20420.0,20353.75,2024-10-10 13:00:00-04:00,20420.0,Partial TP1 + SL,0.45376603773584906,True
long,2024-10-11,2024-10-11 15:00:00-04:00,20481.0,20325.75,20636.25,20791.5,155.25,20481.0,20325.75,2024-10-11 15:00:00-04:00,20449.75,EOD flatten,-0.2210766505636071,False
long,2024-10-16,2024-10-16 14:00:00-04:00,20349.25,20206.25,20492.25,20635.25,143.0,20349.25,20206.25,2024-10-16 15:00:00-04:00,20347.0,EOD flatten,-0.03707963286713287,False
long,2024-10-17,2024-10-17 11:00:00-04:00,20464.25,20366.5,20562.0,20659.75,97.75,20464.25,20366.5,2024-10-17 14:00:00-04:00,20366.5,SL,-1.0314029411764707,False
long,2024-10-18,2024-10-18 11:00:00-04:00,20523.25,20452.0,20594.5,20665.75,71.25,20523.25,20452.0,2024-10-18 12:00:00-04:00,20452.0,SL,-1.0432068421052632,False
long,2024-10-22,2024-10-22 13:00:00-04:00,20520.0,20520.0,20600.25,20680.5,80.25,20520.0,20439.75,2024-10-22 15:00:00-04:00,20520.0,Partial TP1 + SL,0.4616448598130841,True
long,2024-10-24,2024-10-24 13:00:00-04:00,20378.25,20306.0,20450.5,20522.75,72.25,20378.25,20306.0,2024-10-24 15:00:00-04:00,20380.0,EOD flatten,-0.018086332179930793,False
long,2024-10-29,2024-10-29 11:00:00-04:00,20604.0,20604.0,20713.25,20822.5,109.25,20604.0,20494.75,2024-10-29 15:00:00-04:00,20695.0,Partial TP1 + EOD,0.8881867276887871,True
long,2024-11-01,2024-11-01 11:00:00-04:00,20277.0,20132.25,20421.75,20566.5,144.75,20277.0,20132.25,2024-11-01 14:00:00-04:00,20132.25,SL,-1.0210124352331607,False
long,2024-11-04,2024-11-04 11:00:00-05:00,20209.75,20119.5,20300.0,20390.25,90.25,20209.75,20119.5,2024-11-04 12:00:00-05:00,20077.25,SL,-1.0335896121883656,False
long,2024-11-05,2024-11-05 11:00:00-05:00,20321.25,20241.0,20401.5,20481.75,80.25,20321.25,20241.0,2024-11-05 15:00:00-05:00,20341.75,EOD flatten,0.2174680685358255,False
long,2024-11-06,2024-11-06 12:00:00-05:00,20822.0,20666.0,20978.0,21134.0,156.0,20822.0,20666.0,2024-11-06 15:00:00-05:00,20894.75,EOD flatten,0.446325,False
long,2024-11-07,2024-11-07 11:00:00-05:00,21167.25,21167.25,21248.0,21328.75,80.75,21167.25,21086.5,2024-11-07 15:00:00-05:00,21221.75,Partial TP1 + EOD,0.7981413312693498,True
long,2024-11-08,2024-11-08 11:00:00-05:00,21226.5,21161.25,21291.75,21357.0,65.25,21226.5,21161.25,2024-11-08 15:00:00-05:00,21234.0,EOD flatten,0.06614597701149424,False
long,2024-11-13,2024-11-13 11:00:00-05:00,21141.5,21141.5,21226.5,21311.5,85.0,21141.5,21056.5,2024-11-13 15:00:00-05:00,21141.5,Partial TP1 + SL,0.4626914705882353,True
long,2024-11-14,2024-11-14 11:00:00-05:00,21138.0,21040.5,21235.5,21333.0,97.5,21138.0,21040.5,2024-11-14 12:00:00-05:00,21040.5,SL,-1.0325199999999999,False
long,2024-11-18,2024-11-18 11:00:00-05:00,20695.75,20521.75,20869.75,21043.75,174.0,20695.75,20521.75,2024-11-18 15:00:00-05:00,20631.5,EOD flatten,-0.38709403735632186,False
long,2024-11-19,2024-11-19 11:00:00-05:00,20657.25,20657.25,20790.0,20922.75,132.75,20657.25,20524.5,2024-11-19 15:00:00-05:00,20765.25,Partial TP1 + EOD,0.8834381355932204,True
long,2024-11-20,2024-11-20 11:00:00-05:00,20645.0,20477.25,20812.75,20980.5,167.75,20645.0,20477.25,2024-11-20 15:00:00-05:00,20751.25,EOD flatten,0.6149225037257825,False
long,2024-11-21,2024-11-21 11:00:00-05:00,20716.0,20514.25,20917.75,21119.5,201.75,20716.0,20514.25,2024-11-21 15:00:00-05:00,20823.25,EOD flatten,0.5161962825278811,False
long,2024-11-22,2024-11-22 12:00:00-05:00,20855.5,20722.25,20988.75,21122.0,133.25,20855.5,20722.25,2024-11-22 15:00:00-05:00,20847.25,EOD flatten,-0.08539080675422138,False
long,2024-11-25,2024-11-25 11:00:00-05:00,20957.0,20869.5,21044.5,21132.0,87.5,20957.0,20869.5,2024-11-25 12:00:00-05:00,20869.5,SL,-1.0359262857142857,False
long,2024-11-26,2024-11-26 15:00:00-05:00,20997.0,20919.5,21074.5,21152.0,77.5,20997.0,20919.5,2024-11-26 15:00:00-05:00,20989.5,EOD flatten,-0.13741354838709677,False
long,2024-11-29,2024-11-29 10:30:00-05:00,20919.25,20805.5,21033.0,21146.75,113.75,20919.25,20805.5,2024-11-29 12:30:00-05:00,20990.5,EOD flatten,0.5987878021978021,False
long,2024-12-02,2024-12-02 11:00:00-05:00,21199.0,21199.0,21257.0,21315.0,58.0,21199.0,21141.0,2024-12-02 13:00:00-05:00,21199.0,Partial TP1 + SL,0.445175,True
long,2024-12-03,2024-12-03 11:00:00-05:00,21234.0,21164.5,21303.5,21373.0,69.5,21234.0,21164.5,2024-12-03 15:00:00-05:00,21279.0,EOD flatten,0.6016532374100719,False
long,2024-12-04,2024-12-04 11:00:00-05:00,21491.75,21391.5,21592.0,21692.25,100.25,21491.75,21391.5,2024-12-04 15:00:00-05:00,21537.0,EOD flatten,0.4192143391521197,False
long,2024-12-05,2024-12-05 11:00:00-05:00,21536.75,21487.75,21585.75,21634.75,49.0,21536.75,21487.75,2024-12-05 13:00:00-05:00,21487.75,SL,-1.0659288265306122,False
long,2024-12-06,2024-12-06 13:00:00-05:00,21645.25,21593.0,21697.5,21749.75,52.25,21645.25,21593.0,2024-12-06 15:00:00-05:00,21658.75,EOD flatten,0.1962337320574163,False
long,2024-12-11,2024-12-11 11:00:00-05:00,21736.25,21736.25,21799.75,21863.25,63.5,21736.25,21672.75,2024-12-11 15:00:00-05:00,21791.25,Partial TP1 + EOD,0.8817253937007874,True
long,2024-12-12,2024-12-12 11:00:00-05:00,21728.5,21624.75,21832.25,21936.0,103.75,21728.5,21624.75,2024-12-12 15:00:00-05:00,21643.25,EOD flatten,-0.8531014457831325,False
long,2024-12-16,2024-12-16 11:00:00-05:00,22024.25,22024.25,22119.25,22214.25,95.0,22024.25,21929.25,2024-12-16 15:00:00-05:00,22111.5,Partial TP1 + EOD,0.9244353947368421,True
long,2024-12-17,2024-12-17 11:00:00-05:00,22014.5,21942.25,22086.75,22159.0,72.25,22014.5,21942.25,2024-12-17 15:00:00-05:00,22015.75,EOD flatten,-0.0284038062283737,False
long,2024-12-23,2024-12-23 11:00:00-05:00,21641.0,21477.0,21805.0,21969.0,164.0,21641.0,21477.0,2024-12-23 15:00:00-05:00,21755.5,EOD flatten,0.6783771341463414,False
long,2024-12-24,2024-12-24 10:30:00-05:00,21907.5,21907.5,22015.75,22124.0,108.25,21907.5,21799.25,2024-12-24 12:30:00-05:00,22033.0,Partial TP1 + EOD,1.0493198614318706,True
long,2024-12-26,2024-12-26 11:00:00-05:00,22011.0,21928.0,22094.0,22177.0,83.0,22011.0,21928.0,2024-12-26 15:00:00-05:00,22007.0,EOD flatten,-0.08797168674698795,False
long,2024-12-27,2024-12-27 14:00:00-05:00,21707.5,21507.0,21908.0,22108.5,200.5,21707.5,21507.0,2024-12-27 15:00:00-05:00,21702.75,EOD flatten,-0.03993079800498753,False
long,2024-12-30,2024-12-30 11:00:00-05:00,21402.75,21402.75,21552.5,21702.25,149.75,21402.75,21253.0,2024-12-30 15:00:00-05:00,21412.25,Partial TP1 + EOD,0.5102810517529215,True
long,2025-01-03,2025-01-03 11:00:00-05:00,21440.5,21261.5,21619.5,21798.5,179.0,21440.5,21261.5,2025-01-03 15:00:00-05:00,21508.0,EOD flatten,0.35912807262569835,False
long,2025-01-06,2025-01-06 11:00:00-05:00,21892.75,21780.25,22005.25,22117.75,112.5,21892.75,21780.25,2025-01-06 12:00:00-05:00,21780.25,SL,-1.0291903333333334,False
long,2025-01-08,2025-01-08 11:00:00-05:00,21406.25,21231.0,21581.5,21756.75,175.25,21406.25,21231.0,2025-01-08 12:00:00-05:00,21231.0,SL,-1.0183220399429387,False
long,2025-01-10,2025-01-10 13:00:00-05:00,21123.5,20874.75,21372.25,21621.0,248.75,21123.5,20874.75,2025-01-10 15:00:00-05:00,21016.25,EOD flatten,-0.443893567839196,False
long,2025-01-13,2025-01-13 12:00:00-05:00,20880.25,20714.5,21046.0,21211.75,165.75,20880.25,20714.5,2025-01-13 15:00:00-05:00,20947.5,EOD flatten,0.38683536953242836,False
long,2025-01-15,2025-01-15 14:00:00-05:00,21408.0,21322.0,21494.0,21580.0,86.0,21408.0,21322.0,2025-01-15 15:00:00-05:00,21396.5,EOD flatten,-0.17106046511627906,False
long,2025-01-16,2025-01-16 11:00:00-05:00,21427.25,21336.5,21518.0,21608.75,90.75,21427.25,21336.5,2025-01-16 13:00:00-05:00,21336.5,SL,-1.0354169421487602,False
long,2025-01-17,2025-01-17 11:00:00-05:00,21597.75,21481.25,21714.25,21830.75,116.5,21597.75,21481.25,2025-01-17 15:00:00-05:00,21600.5,EOD flatten,-0.004203111587982828,False
long,2025-01-21,2025-01-21 11:00:00-05:00,21649.5,21525.75,21773.25,21897.0,123.75,21649.5,21525.75,2025-01-21 15:00:00-05:00,21714.5,EOD flatten,0.4990107070707071,False
long,2025-01-22,2025-01-22 11:00:00-05:00,22042.75,21976.0,22109.5,22176.25,66.75,22042.75,21976.0,2025-01-22 15:00:00-05:00,21997.25,EOD flatten,-0.7311822097378277,False
long,2025-01-23,2025-01-23 11:00:00-05:00,21941.5,21941.5,22014.75,22088.0,73.25,21941.5,21868.25,2025-01-23 15:00:00-05:00,22041.75,Partial TP1 + EOD,1.1393689419795223,True
long,2025-01-28,2025-01-28 12:00:00-05:00,21481.5,21281.0,21682.0,21882.5,200.5,21481.5,21281.0,2025-01-28 15:00:00-05:00,21576.25,EOD flatten,0.45649763092269324,False
long,2025-01-29,2025-01-29 14:00:00-05:00,21564.5,21456.0,21673.0,21781.5,108.5,21564.5,21456.0,2025-01-29 15:00:00-05:00,21530.75,EOD flatten,-0.3408725806451613,False
long,2025-01-30,2025-01-30 15:00:00-05:00,21676.0,21461.25,21890.75,22105.5,214.75,21676.0,21461.25,2025-01-30 15:00:00-05:00,21624.75,EOD flatten,-0.25378998835855643,False
long,2025-01-31,2025-01-31 11:00:00-05:00,21957.0,21865.75,22048.25,22139.5,91.25,21957.0,21865.75,2025-01-31 12:00:00-05:00,21865.75,SL,-1.036093698630137,False
long,2025-02-03,2025-02-03 11:00:00-05:00,21453.75,21113.25,21794.25,22134.75,340.5,21453.75,21113.25,2025-02-03 15:00:00-05:00,21406.25,EOD flatten,-0.1489517254038179,False
long,2025-02-04,2025-02-04 11:00:00-05:00,21680.0,21561.0,21799.0,21918.0,119.0,21680.0,21561.0,2025-02-04 12:00:00-05:00,21561.0,SL,-1.027327731092437,False
long,2025-02-05,2025-02-05 11:00:00-05:00,21613.75,21613.75,21726.5,21839.25,112.75,21613.75,21501.0,2025-02-05 15:00:00-05:00,21761.5,Partial TP1 + EOD,1.1264562084257206,True
long,2025-02-06,2025-02-06 15:00:00-05:00,21848.75,21740.25,21957.25,22065.75,108.5,21848.75,21740.25,2025-02-06 15:00:00-05:00,21871.0,EOD flatten,0.17486347926267282,False
long,2025-02-12,2025-02-12 11:00:00-05:00,21773.25,21580.5,21966.0,22158.75,192.75,21773.25,21580.5,2025-02-12 15:00:00-05:00,21801.75,EOD flatten,0.13091575875486383,False
long,2025-02-13,2025-02-13 14:00:00-05:00,22057.75,21876.75,22238.75,22419.75,181.0,22057.75,21876.75,2025-02-13 15:00:00-05:00,22110.0,EOD flatten,0.27039412983425415,False
long,2025-02-14,2025-02-14 11:00:00-05:00,22166.0,22099.0,22233.0,22300.0,67.0,22166.0,22099.0,2025-02-14 12:00:00-05:00,22099.0,SL,-1.0496253731343284,False
long,2025-02-18,2025-02-18 11:00:00-05:00,22207.25,22125.0,22289.5,22371.75,82.25,22207.25,22125.0,2025-02-18 14:00:00-05:00,22125.0,SL,-1.0404995440729483,False
long,2025-02-19,2025-02-19 11:00:00-05:00,22208.5,22208.5,22299.0,22389.5,90.5,22208.5,22118.0,2025-02-19 15:00:00-05:00,22208.5,Partial TP1 + SL,0.46319033149171274,True
long,2025-02-20,2025-02-20 14:00:00-05:00,22107.5,21951.0,22264.0,22420.5,156.5,22107.5,21951.0,2025-02-20 15:00:00-05:00,22145.0,EOD flatten,0.21842731629392972,False
long,2025-02-24,2025-02-24 11:00:00-05:00,21585.25,21436.25,21734.25,21883.25,149.0,21585.25,21436.25,2025-02-24 15:00:00-05:00,21436.25,SL,-1.0217301174496645,False
long,2025-02-25,2025-02-25 13:00:00-05:00,21265.5,21028.25,21502.75,21740.0,237.25,21265.5,21028.25,2025-02-25 15:00:00-05:00,21150.0,EOD flatten,-0.5002732349841938,False
long,2025-02-26,2025-02-26 11:00:00-05:00,21373.0,21264.5,21481.5,21590.0,108.5,21373.0,21264.5,2025-02-26 12:00:00-05:00,21264.5,SL,-1.029547926267281,False
long,2025-02-28,2025-02-28 15:00:00-05:00,20778.0,20554.0,21002.0,21226.0,224.0,20778.0,20554.0,2025-02-28 15:00:00-05:00,20920.25,EOD flatten,0.6211308035714286,False
long,2025-03-04,2025-03-04 11:00:00-05:00,20263.25,20263.25,20451.25,20639.25,188.0,20263.25,20075.25,2025-03-04 15:00:00-05:00,20639.25,TP1+TP2,1.4838325132978722,True
long,2025-03-05,2025-03-05 12:00:00-05:00,20497.0,20497.0,20694.5,20892.0,197.5,20497.0,20299.5,2025-03-05 15:00:00-05:00,20657.5,Partial TP1 + EOD,0.8907617721518987,True
short,2025-03-06,2025-03-06 11:00:00-05:00,20253.25,20513.25,19993.25,19733.25,260.0,20513.25,20253.25,2025-03-06 15:00:00-05:00,20093.5,EOD flatten,0.6027385096153847,False
short,2025-03-07,2025-03-07 11:00:00-05:00,19887.75,20193.0,19582.5,19277.25,305.25,20193.0,19887.75,2025-03-07 14:00:00-05:00,20193.0,SL,-1.0097728501228502,False
short,2025-03-10,2025-03-10 13:00:00-04:00,19521.0,19791.0,19251.0,18981.0,270.0,19791.0,19521.0,2025-03-10 15:00:00-04:00,19464.25,EOD flatten,0.1993401851851852,False
short,2025-03-11,2025-03-11 13:00:00-04:00,19264.5,19613.25,18915.75,18567.0,348.75,19613.25,19264.5,2025-03-11 14:00:00-04:00,19613.25,SL,-1.008285806451613,False
short,2025-03-12,2025-03-12 11:00:00-04:00,19469.5,19724.5,19214.5,18959.5,255.0,19724.5,19469.5,2025-03-12 12:00:00-04:00,19724.5,SL,-1.0114526470588234,False
short,2025-03-13,2025-03-13 11:00:00-04:00,19324.5,19570.0,19079.0,18833.5,245.5,19570.0,19324.5,2025-03-13 15:00:00-04:00,19251.5,EOD flatten,0.2855451120162933,False
short,2025-03-17,2025-03-17 11:00:00-04:00,19671.25,19816.75,19525.75,19380.25,145.5,19816.75,19671.25,2025-03-17 13:00:00-04:00,19816.75,SL,-1.0202796391752578,False
short,2025-03-18,2025-03-18 11:00:00-04:00,19431.25,19530.0,19332.5,19233.75,98.75,19530.0,19431.25,2025-03-18 12:00:00-04:00,19530.0,SL,-1.02951582278481,False
short,2025-03-19,2025-03-19 13:00:00-04:00,19585.0,19694.25,19475.75,19366.5,109.25,19694.25,19585.0,2025-03-19 14:00:00-04:00,19694.25,SL,-1.0268901601830664,False
short,2025-03-20,2025-03-20 12:00:00-04:00,19723.25,19898.75,19547.75,19372.25,175.5,19898.75,19723.25,2025-03-20 15:00:00-04:00,19681.0,EOD flatten,0.2238832621082621,False
long,2025-03-25,2025-03-25 11:00:00-04:00,20491.0,20371.0,20611.0,20731.0,120.0,20491.0,20371.0,2025-03-25 15:00:00-04:00,20488.0,EOD flatten,-0.05061375,False
short,2025-03-26,2025-03-26 11:00:00-04:00,20227.0,20227.0,20097.75,19968.5,129.25,20356.25,20227.0,2025-03-26 15:00:00-04:00,20112.5,Partial TP1 + EOD,0.9194657640232108,True
short,2025-03-27,2025-03-27 12:00:00-04:00,20028.0,20199.5,19856.5,19685.0,171.5,20199.5,20028.0,2025-03-27 15:00:00-04:00,19994.75,EOD flatten,0.1763603498542274,False
short,2025-03-28,2025-03-28 11:00:00-04:00,19575.75,19879.0,19272.5,18969.25,303.25,19879.0,19575.75,2025-03-28 15:00:00-04:00,19461.75,EOD flatten,0.36624447650453423,False
short,2025-04-03,2025-04-03 11:00:00-04:00,18762.25,19002.25,18522.25,18282.25,240.0,19002.25,18762.25,2025-04-03 15:00:00-04:00,18686.0,EOD flatten,0.3059819270833333,False
short,2025-04-04,2025-04-04 13:00:00-04:00,17656.0,18200.25,17111.75,16567.5,544.25,18200.25,17656.0,2025-04-04 15:00:00-04:00,17535.25,EOD flatten,0.21699880569591182,False
short,2025-04-08,2025-04-08 11:00:00-04:00,18117.25,18117.25,17877.75,17638.25,239.5,18356.75,18117.25,2025-04-08 13:00:00-04:00,17638.25,TP1+TP2,1.4886530793319415,True
short,2025-04-09,2025-04-09 11:00:00-04:00,17219.0,17597.25,16840.75,16462.5,378.25,17597.25,17219.0,2025-04-09 13:00:00-04:00,17597.25,SL,-1.006828420356907,False
short,2025-04-10,2025-04-10 11:00:00-04:00,18568.5,18568.5,18336.25,18104.0,232.25,18800.75,18568.5,2025-04-10 12:00:00-04:00,18104.0,TP1+TP2,1.4880074273412272,True
short,2025-04-14,2025-04-14 11:00:00-04:00,19030.0,19030.0,18867.0,18704.0,163.0,19193.0,19030.0,2025-04-14 14:00:00-04:00,19030.0,Partial TP1 + SL,0.4824877300613497,True
short,2025-04-15,2025-04-15 13:00:00-04:00,18924.5,19144.5,18704.5,18484.5,220.0,19144.5,18924.5,2025-04-15 15:00:00-04:00,18960.5,EOD flatten,-0.17653943181818182,False
short,2025-04-16,2025-04-16 13:00:00-04:00,18509.25,18509.25,18349.0,18188.75,160.25,18669.5,18509.25,2025-04-16 15:00:00-04:00,18188.75,TP1+TP2,1.4826746489859595,True
short,2025-04-21,2025-04-21 11:00:00-04:00,17899.75,17899.75,17801.25,17702.75,98.5,17998.25,17899.75,2025-04-21 14:00:00-04:00,17702.75,TP1+TP2,1.4727414974619288,True
short,2025-04-22,2025-04-22 13:00:00-04:00,18241.0,18354.75,18127.25,18013.5,113.75,18354.75,18241.0,2025-04-22 14:00:00-04:00,18354.75,SL,-1.024054065934066,False
short,2025-04-23,2025-04-23 11:00:00-04:00,18974.0,18974.0,18782.5,18591.0,191.5,19165.5,18974.0,2025-04-23 15:00:00-04:00,18788.0,Partial TP1 + EOD,0.970777545691906,True
short,2025-04-28,2025-04-28 11:00:00-04:00,19433.25,19433.25,19327.25,19221.25,106.0,19539.25,19433.25,2025-04-28 14:00:00-04:00,19433.25,Partial TP1 + SL,0.4725001179245283,True
short,2025-05-01,2025-05-01 15:00:00-04:00,19866.0,20073.5,19658.5,19451.0,207.5,20073.5,19866.0,2025-05-01 15:00:00-04:00,19878.0,EOD flatten,-0.07219228915662651,False
short,2025-05-07,2025-05-07 11:00:00-04:00,19829.25,19829.25,19681.25,19533.25,148.0,19977.25,19829.25,2025-05-07 15:00:00-04:00,19886.75,Partial TP1 + SL,0.2856460304054054,True
long,2025-05-12,2025-05-12 12:00:00-04:00,20849.25,20690.0,21008.5,21167.75,159.25,20849.25,20690.0,2025-05-12 15:00:00-04:00,20950.25,EOD flatten,0.6145846938775511,False
long,2025-05-13,2025-05-13 11:00:00-04:00,21260.0,21115.5,21404.5,21549.0,144.5,21260.0,21115.5,2025-05-13 15:00:00-04:00,21270.75,EOD flatten,0.05232525951557094,False
long,2025-05-14,2025-05-14 11:00:00-04:00,21370.0,21297.75,21442.25,21514.5,72.25,21370.0,21297.75,2025-05-14 13:00:00-04:00,21297.75,SL,-1.0443667820069205,False
long,2025-05-15,2025-05-15 11:00:00-04:00,21346.5,21346.5,21435.75,21525.0,89.25,21346.5,21257.25,2025-05-15 13:00:00-04:00,21525.0,TP1+TP2,1.4641235294117647,True
long,2025-05-16,2025-05-16 13:00:00-04:00,21456.5,21320.5,21592.5,21728.5,136.0,21456.5,21320.5,2025-05-16 15:00:00-04:00,21504.75,EOD flatten,0.3311141544117647,False
long,2025-05-19,2025-05-19 11:00:00-04:00,21462.25,21347.75,21576.75,21691.25,114.5,21462.25,21347.75,2025-05-19 15:00:00-04:00,21523.25,EOD flatten,0.5046346069868995,False
long,2025-05-20,2025-05-20 12:00:00-04:00,21451.0,21363.0,21539.0,21627.0,88.0,21451.0,21363.0,2025-05-20 14:00:00-04:00,21363.0,SL,-1.0365642045454546,False
long,2025-05-21,2025-05-21 11:00:00-04:00,21459.0,21459.0,21555.0,21651.0,96.0,21459.0,21363.0,2025-05-21 13:00:00-04:00,21459.0,Partial TP1 + SL,0.4664703125,True
long,2025-05-22,2025-05-22 15:00:00-04:00,21330.25,21166.5,21494.0,21657.75,163.75,21330.25,21166.5,2025-05-22 15:00:00-04:00,21184.25,EOD flatten,-0.911142213740458,False
long,2025-05-23,2025-05-23 11:00:00-04:00,20994.25,20882.0,21106.5,21218.75,112.25,20994.25,20882.0,2025-05-23 15:00:00-04:00,20978.5,EOD flatten,-0.1683664810690423,False
long,2025-05-26,2025-05-26 12:00:00-04:00,21282.0,21224.75,21339.25,21396.5,57.25,21282.0,21224.75,2025-05-26 12:00:00-04:00,21283.5,EOD flatten,-0.02955982532751092,False
long,2025-05-27,2025-05-27 11:00:00-04:00,21389.5,21389.5,21486.75,21584.0,97.25,21389.5,21292.25,2025-05-27 15:00:00-04:00,21466.5,Partial TP1 + EOD,0.8628953727506427,True
long,2025-05-28,2025-05-28 13:00:00-04:00,21486.5,21426.0,21547.0,21607.5,60.5,21486.5,21426.0,2025-05-28 14:00:00-04:00,21426.0,SL,-1.0532723140495868,False
long,2025-05-30,2025-05-30 15:00:00-04:00,21399.5,21254.0,21545.0,21690.5,145.5,21399.5,21254.0,2025-05-30 15:00:00-04:00,21369.25,EOD flatten,-0.2299651202749141,False
long,2025-06-02,2025-06-02 11:00:00-04:00,21418.75,21235.0,21602.5,21786.25,183.75,21418.75,21235.0,2025-06-02 15:00:00-04:00,21534.0,EOD flatten,0.6097261904761905,False
long,2025-06-03,2025-06-03 11:00:00-04:00,21664.0,21557.5,21770.5,21877.0,106.5,21664.0,21557.5,2025-06-03 15:00:00-04:00,21704.25,EOD flatten,0.3474215962441315,False
long,2025-06-04,2025-06-04 11:00:00-04:00,21764.25,21641.0,21887.5,22010.75,123.25,21764.25,21641.0,2025-06-04 15:00:00-04:00,21757.5,EOD flatten,-0.08125466531440162,False
long,2025-06-05,2025-06-05 11:00:00-04:00,21878.5,21703.25,22053.75,22229.0,175.25,21878.5,21703.25,2025-06-05 12:00:00-04:00,21703.25,SL,-1.018726248216833,False
long,2025-06-06,2025-06-06 11:00:00-04:00,21845.0,21762.75,21927.25,22009.5,82.25,21845.0,21762.75,2025-06-06 12:00:00-04:00,21762.75,SL,-1.0398389057750759,False
long,2025-06-10,2025-06-10 12:00:00-04:00,21890.75,21847.5,21934.0,21977.25,43.25,21890.75,21847.5,2025-06-10 14:00:00-04:00,21847.5,SL (conflict),-1.0759216763005781,False
long,2025-06-11,2025-06-11 11:00:00-04:00,22062.0,21973.75,22150.25,22238.5,88.25,22062.0,21973.75,2025-06-11 12:00:00-04:00,21973.75,SL,-1.037499150141643,False
long,2025-06-12,2025-06-12 11:00:00-04:00,21948.25,21840.5,22056.0,22163.75,107.75,21948.25,21840.5,2025-06-12 15:00:00-04:00,21936.75,EOD flatten,-0.13728294663573085,False
long,2025-06-13,2025-06-13 11:00:00-04:00,21770.0,21617.0,21923.0,22076.0,153.0,21770.0,21617.0,2025-06-13 14:00:00-04:00,21617.0,SL,-1.021343137254902,False
long,2025-06-16,2025-06-16 11:00:00-04:00,21981.5,21921.75,22041.25,22101.0,59.75,21981.5,21921.75,2025-06-16 12:00:00-04:00,21921.75,SL,-1.0551836820083682,False
long,2025-06-17,2025-06-17 11:00:00-04:00,21907.5,21845.0,21970.0,22032.5,62.5,21907.5,21845.0,2025-06-17 12:00:00-04:00,21845.0,SL,-1.052578,False
long,2025-06-19,2025-06-19 11:00:00-04:00,21516.25,21457.0,21575.5,21634.75,59.25,21516.25,21457.0,2025-06-19 12:00:00-04:00,21484.75,EOD flatten,-0.5861170886075949,False
long,2025-06-23,2025-06-23 13:00:00-04:00,22018.0,21925.75,22110.25,22202.5,92.25,22018.0,21925.75,2025-06-23 15:00:00-04:00,22073.0,EOD flatten,0.5604043360433605,False
long,2025-06-24,2025-06-24 11:00:00-04:00,22340.25,22340.25,22414.5,22488.75,74.25,22340.25,22266.0,2025-06-24 15:00:00-04:00,22405.75,Partial TP1 + EOD,0.8959456228956229,True
